provenance_id,condition,seed,stage,asset_path,asset_type,upstream_asset,downstream_asset,link_confidence,evidence_for_link,paper_grade_status,known_caveat,required_confirmation,notes
P048,Bearing_30_2,multi_seed,case_study,reports/deep_research_handoff/04_main_case_study_asset_pack.csv,csv_case_index,SHAP figures + PC-DAG figures + consistency tables,reports/stage2_evidence_lock/07_case_study_lock_candidates.csv,high_for_local_case_selection,case IDs are selected from existing SHAP/PC-DAG evidence tables,provisional_needs_human_confirmation,Case selection should be confirmed before final manuscript figures.,Confirm selected cases are scientifically appropriate.,
P049,Gear_20_0,42,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_42/Gear_20_0.pth,pth_checkpoint,wavelet_dataset/Gear_20_0.npz,CalculateShapValues/NoAttention/Seed_42/Gear_20_0.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P050,Gear_20_0,42,shap_cache,CalculateShapValues/NoAttention/Seed_42/Gear_20_0.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_42/Gear_20_0.pth,CalculateShapValues/NoAttention/Seed_42_AnalysisGraphs/SHAP_Gear_20_0.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P051,Gear_20_0,42,shap_summary,CalculateShapValues/NoAttention/Seed_42_AnalysisGraphs/SHAP_Gear_20_0.png,png_figure,CalculateShapValues/NoAttention/Seed_42/Gear_20_0.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P052,Gear_20_0,49,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_49/Gear_20_0.pth,pth_checkpoint,wavelet_dataset/Gear_20_0.npz,CalculateShapValues/NoAttention/Seed_49/Gear_20_0.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P053,Gear_20_0,49,shap_cache,CalculateShapValues/NoAttention/Seed_49/Gear_20_0.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_49/Gear_20_0.pth,CalculateShapValues/NoAttention/Seed_49_AnalysisGraphs/SHAP_Gear_20_0.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P054,Gear_20_0,49,shap_summary,CalculateShapValues/NoAttention/Seed_49_AnalysisGraphs/SHAP_Gear_20_0.png,png_figure,CalculateShapValues/NoAttention/Seed_49/Gear_20_0.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P055,Gear_20_0,56,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_56/Gear_20_0.pth,pth_checkpoint,wavelet_dataset/Gear_20_0.npz,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P056,Gear_20_0,56,shap_cache,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_56/Gear_20_0.pth,CalculateShapValues/NoAttention/Seed_56_AnalysisGraphs/SHAP_Gear_20_0.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P057,Gear_20_0,56,shap_summary,CalculateShapValues/NoAttention/Seed_56_AnalysisGraphs/SHAP_Gear_20_0.png,png_figure,CalculateShapValues/NoAttention/Seed_56/Gear_20_0.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P058,Gear_20_0,63,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_63/Gear_20_0.pth,pth_checkpoint,wavelet_dataset/Gear_20_0.npz,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P059,Gear_20_0,63,shap_cache,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_63/Gear_20_0.pth,CalculateShapValues/NoAttention/Seed_63_AnalysisGraphs/SHAP_Gear_20_0.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P060,Gear_20_0,63,shap_summary,CalculateShapValues/NoAttention/Seed_63_AnalysisGraphs/SHAP_Gear_20_0.png,png_figure,CalculateShapValues/NoAttention/Seed_63/Gear_20_0.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P061,Gear_20_0,70,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_70/Gear_20_0.pth,pth_checkpoint,wavelet_dataset/Gear_20_0.npz,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P062,Gear_20_0,70,shap_cache,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_70/Gear_20_0.pth,CalculateShapValues/NoAttention/Seed_70_AnalysisGraphs/SHAP_Gear_20_0.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P063,Gear_20_0,70,shap_summary,CalculateShapValues/NoAttention/Seed_70_AnalysisGraphs/SHAP_Gear_20_0.png,png_figure,CalculateShapValues/NoAttention/Seed_70/Gear_20_0.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P064,Gear_20_0,49,pc_dataset,PC_Datasets/Seed_49/Gear_20_0.csv,csv_pc_input,CalculateShapValues/NoAttention/Seed_49/*.npz,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_20_0_ch.png,medium,PC_Datasets naming and reports tie Seed_49 SHAP to PC-DAG export,provisional_needs_human_confirmation,Exact SHAP weighting and preprocessing config need author confirmation.,Confirm Seed_49 and/or average PC dataset is the intended paper setting.,channel view
P065,Gear_20_0,average,pc_dataset,PC_Datasets/average/Gear_20_0.csv,csv_pc_input,multi-seed SHAP aggregation,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_20_0_ch.png,medium,average PC_Datasets directory and average DAG figures exist locally,candidate_setting_needs_lock,"Average setting may be better for figures, but final alpha/filtered policy is not author-confirmed.",Confirm average-vs-Seed_49 choice.,channel view
P066,Gear_20_0,average,pcdag_figure,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_20_0_ch.png,png_dag_figure,PC_Datasets/average/Gear_20_0.csv,reports/paper_evidence/pcdag_edges/pcdag_edges_long.csv,high_for_local_extraction,exported edge tables match condition/view graph assets,provisional_needs_setting_lock,PC-KCI alpha and filtered/original policy must be frozen.,Confirm alpha/filtering/physical-prior display policy.,channel view
P067,Gear_20_0,49,pc_dataset,missing_or_needs_path_confirmation,csv_pc_input,CalculateShapValues/NoAttention/Seed_49/*.npz,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_20_0_freq.png,medium,PC_Datasets naming and reports tie Seed_49 SHAP to PC-DAG export,provisional_needs_human_confirmation,Exact SHAP weighting and preprocessing config need author confirmation.,Confirm Seed_49 and/or average PC dataset is the intended paper setting.,frequency view
P068,Gear_20_0,average,pc_dataset,missing_or_needs_path_confirmation,csv_pc_input,multi-seed SHAP aggregation,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_20_0_freq.png,medium,average PC_Datasets directory and average DAG figures exist locally,candidate_setting_needs_lock,"Average setting may be better for figures, but final alpha/filtered policy is not author-confirmed.",Confirm average-vs-Seed_49 choice.,frequency view
P069,Gear_20_0,average,pcdag_figure,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_20_0_freq.png,png_dag_figure,PC_Datasets/average/Gear_20_0_freq.csv,reports/paper_evidence/pcdag_edges/pcdag_edges_long.csv,high_for_local_extraction,exported edge tables match condition/view graph assets,provisional_needs_setting_lock,PC-KCI alpha and filtered/original policy must be frozen.,Confirm alpha/filtering/physical-prior display policy.,frequency view
P070,Gear_20_0,multi_seed,pcdag_edge_table,reports/paper_evidence/pcdag_edges/pcdag_edges_long.csv,csv_local_edge_export,DAG/PC_DAG,reports/paper_evidence/consistency/strict_feature_to_label_consistency_table.csv,high_for_local_audit,condition/view edge rows exported from existing DAG assets,local_audit_table_supports_conservative_interpretation,Direction interpretation should remain conservative.,Confirm edge interpretation policy with author.,
P071,Gear_20_0,multi_seed,consistency_table,reports/paper_evidence/consistency/strict_feature_to_label_consistency_table.csv,csv_local_audit,SHAP summaries + PC-DAG edges,reports/paper_evidence/final_tables,high_for_local_audit,table joins SHAP top-k with strict feature_to_label label edges,usable_for_claim_after_wording_control,"Supports audit/consistency, not mechanistic causality.",Confirm this conservative claim layer matches author intent.,
P072,Gear_20_0,multi_seed,case_study,reports/deep_research_handoff/04_main_case_study_asset_pack.csv,csv_case_index,SHAP figures + PC-DAG figures + consistency tables,reports/stage2_evidence_lock/07_case_study_lock_candidates.csv,high_for_local_case_selection,case IDs are selected from existing SHAP/PC-DAG evidence tables,provisional_needs_human_confirmation,Case selection should be confirmed before final manuscript figures.,Confirm selected cases are scientifically appropriate.,
P073,Gear_30_2,42,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_42/Gear_30_2.pth,pth_checkpoint,wavelet_dataset/Gear_30_2.npz,CalculateShapValues/NoAttention/Seed_42/Gear_30_2.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P074,Gear_30_2,42,shap_cache,CalculateShapValues/NoAttention/Seed_42/Gear_30_2.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_42/Gear_30_2.pth,CalculateShapValues/NoAttention/Seed_42_AnalysisGraphs/SHAP_Gear_30_2.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P075,Gear_30_2,42,shap_summary,CalculateShapValues/NoAttention/Seed_42_AnalysisGraphs/SHAP_Gear_30_2.png,png_figure,CalculateShapValues/NoAttention/Seed_42/Gear_30_2.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P076,Gear_30_2,49,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_49/Gear_30_2.pth,pth_checkpoint,wavelet_dataset/Gear_30_2.npz,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P077,Gear_30_2,49,shap_cache,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_49/Gear_30_2.pth,CalculateShapValues/NoAttention/Seed_49_AnalysisGraphs/SHAP_Gear_30_2.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P078,Gear_30_2,49,shap_summary,CalculateShapValues/NoAttention/Seed_49_AnalysisGraphs/SHAP_Gear_30_2.png,png_figure,CalculateShapValues/NoAttention/Seed_49/Gear_30_2.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P079,Gear_30_2,56,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_56/Gear_30_2.pth,pth_checkpoint,wavelet_dataset/Gear_30_2.npz,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P080,Gear_30_2,56,shap_cache,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_56/Gear_30_2.pth,CalculateShapValues/NoAttention/Seed_56_AnalysisGraphs/SHAP_Gear_30_2.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P081,Gear_30_2,56,shap_summary,CalculateShapValues/NoAttention/Seed_56_AnalysisGraphs/SHAP_Gear_30_2.png,png_figure,CalculateShapValues/NoAttention/Seed_56/Gear_30_2.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P082,Gear_30_2,63,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_63/Gear_30_2.pth,pth_checkpoint,wavelet_dataset/Gear_30_2.npz,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P083,Gear_30_2,63,shap_cache,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_63/Gear_30_2.pth,CalculateShapValues/NoAttention/Seed_63_AnalysisGraphs/SHAP_Gear_30_2.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P084,Gear_30_2,63,shap_summary,CalculateShapValues/NoAttention/Seed_63_AnalysisGraphs/SHAP_Gear_30_2.png,png_figure,CalculateShapValues/NoAttention/Seed_63/Gear_30_2.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P085,Gear_30_2,70,checkpoint,ModelTrain/NoAttention/SavedModels_6ch/Seed_70/Gear_30_2.pth,pth_checkpoint,wavelet_dataset/Gear_30_2.npz,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,medium,matched condition and seed in local path naming,needs_collaborator_confirmation,"No config snapshot tying checkpoint, dataset width, and split contract.",Confirm original training dataset/split/crop width and checkpoint provenance.,Do not evaluate in this sprint.
P086,Gear_30_2,70,shap_cache,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,ignored_npz_cache,ModelTrain/NoAttention/SavedModels_6ch/Seed_70/Gear_30_2.pth,CalculateShapValues/NoAttention/Seed_70_AnalysisGraphs/SHAP_Gear_30_2.png,linked_by_path_and_seed_condition_needs_collaborator_confirmation,SHAP cache path uses NoAttention/Seed_{seed}/{condition}.npz pattern,candidate_paper_evidence_needs_config_confirmation,Large cache not versioned; SHAP computation config not snapshotted.,Confirm cache was generated from the intended NoAttention checkpoint and dataset.,Can support attribution story after provenance confirmation.
P087,Gear_30_2,70,shap_summary,CalculateShapValues/NoAttention/Seed_70_AnalysisGraphs/SHAP_Gear_30_2.png,png_figure,CalculateShapValues/NoAttention/Seed_70/Gear_30_2.npz,reports/paper_evidence/shap_seed_stability_summary.csv,high_for_local_path_low_for_original_config,summary tables and figures use condition/seed naming,provisional_needs_human_confirmation,Numeric SHAP summaries are local extraction over existing caches.,Confirm source SHAP caches are final collaborator outputs.,
P088,Gear_30_2,49,pc_dataset,PC_Datasets/Seed_49/Gear_30_2.csv,csv_pc_input,CalculateShapValues/NoAttention/Seed_49/*.npz,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_30_2_ch.png,medium,PC_Datasets naming and reports tie Seed_49 SHAP to PC-DAG export,provisional_needs_human_confirmation,Exact SHAP weighting and preprocessing config need author confirmation.,Confirm Seed_49 and/or average PC dataset is the intended paper setting.,channel view
P089,Gear_30_2,average,pc_dataset,PC_Datasets/average/Gear_30_2.csv,csv_pc_input,multi-seed SHAP aggregation,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_30_2_ch.png,medium,average PC_Datasets directory and average DAG figures exist locally,candidate_setting_needs_lock,"Average setting may be better for figures, but final alpha/filtered policy is not author-confirmed.",Confirm average-vs-Seed_49 choice.,channel view
P090,Gear_30_2,average,pcdag_figure,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_30_2_ch.png,png_dag_figure,PC_Datasets/average/Gear_30_2.csv,reports/paper_evidence/pcdag_edges/pcdag_edges_long.csv,high_for_local_extraction,exported edge tables match condition/view graph assets,provisional_needs_setting_lock,PC-KCI alpha and filtered/original policy must be frozen.,Confirm alpha/filtering/physical-prior display policy.,channel view
P091,Gear_30_2,49,pc_dataset,missing_or_needs_path_confirmation,csv_pc_input,CalculateShapValues/NoAttention/Seed_49/*.npz,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_30_2_freq.png,medium,PC_Datasets naming and reports tie Seed_49 SHAP to PC-DAG export,provisional_needs_human_confirmation,Exact SHAP weighting and preprocessing config need author confirmation.,Confirm Seed_49 and/or average PC dataset is the intended paper setting.,frequency view
P092,Gear_30_2,average,pc_dataset,missing_or_needs_path_confirmation,csv_pc_input,multi-seed SHAP aggregation,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_30_2_freq.png,medium,average PC_Datasets directory and average DAG figures exist locally,candidate_setting_needs_lock,"Average setting may be better for figures, but final alpha/filtered policy is not author-confirmed.",Confirm average-vs-Seed_49 choice.,frequency view
P093,Gear_30_2,average,pcdag_figure,DAG/PC_DAG/Seed_49/filtered/Significance_0.05/average/Gear_30_2_freq.png,png_dag_figure,PC_Datasets/average/Gear_30_2_freq.csv,reports/paper_evidence/pcdag_edges/pcdag_edges_long.csv,high_for_local_extraction,exported edge tables match condition/view graph assets,provisional_needs_setting_lock,PC-KCI alpha and filtered/original policy must be frozen.,Confirm alpha/filtering/physical-prior display policy.,frequency view
P094,Gear_30_2,multi_seed,pcdag_edge_table,reports/paper_evidence/pcdag_edges/pcdag_edges_long.csv,csv_local_edge_export,DAG/PC_DAG,reports/paper_evidence/consistency/strict_feature_to_label_consistency_table.csv,high_for_local_audit,condition/view edge rows exported from existing DAG assets,local_audit_table_supports_conservative_interpretation,Direction interpretation should remain conservative.,Confirm edge interpretation policy with author.,
P095,Gear_30_2,multi_seed,consistency_table,reports/paper_evidence/consistency/strict_feature_to_label_consistency_table.csv,csv_local_audit,SHAP summaries + PC-DAG edges,reports/paper_evidence/final_tables,high_for_local_audit,table joins SHAP top-k with strict feature_to_label label edges,usable_for_claim_after_wording_control,"Supports audit/consistency, not mechanistic causality.",Confirm this conservative claim layer matches author intent.,
P096,Gear_30_2,multi_seed,case_study,reports/deep_research_handoff/04_main_case_study_asset_pack.csv,csv_case_index,SHAP figures + PC-DAG figures + consistency tables,reports/stage2_evidence_lock/07_case_study_lock_candidates.csv,high_for_local_case_selection,case IDs are selected from existing SHAP/PC-DAG evidence tables,provisional_needs_human_confirmation,Case selection should be confirmed before final manuscript figures.,Confirm selected cases are scientifically appropriate.,
